element_id,parentelement_id,cat1,cat2,num1,num2,num3,num4,num5,num6,num7,num8,num9,num10
Child22_69,Child2_11,h,a,76.0868462455,28.7280367815,49.8040400628,81.3515061872,95.0292152356,18.4256152586,45.1130086856,52.6918299023,67.6640623102,89.2471252853
Child22_70,Child2_3,d,f,29.859407306,82.1553474761,3.03678502508,31.7997873851,45.5036478252,97.2899711109,88.5609819641,98.6430125738,27.1035179681,94.6198656658
Child22_71,Child2_8,e,f,4.94167450563,23.3099822318,53.7223731598,96.8999690581,81.2215155348,55.5063644223,14.9548818034,66.2674123608,42.4881002571,22.3120328931
Child22_72,Child2_8,h,b,20.8828484036,10.8810591829,46.8938679821,11.3830057641,48.610848494,33.3628362096,92.9050353232,36.4243456455,61.6389853393,39.3715569895
Child22_73,Child2_12,h,f,72.3057592536,92.3252381356,63.5598347385,47.5957493547,91.9523015552,81.8128101749,36.9831409134,36.6824001347,85.1104346806,57.6987255967
Child22_74,Child2_7,c,j,71.0597110729,42.6567333948,88.5719381922,99.750866025,75.8093769969,33.5461539058,15.4370493337,78.1414911277,99.3399627137,43.4264554118
Child22_75,Child2_10,d,a,19.9308055162,51.7362683032,52.0018231724,27.8532785862,42.4930570773,65.6065675362,8.76762558726,88.0895243566,91.3910617957,76.8283439577
Child22_76,Child2_12,a,e,57.5724483857,85.7438108507,69.8928978494,29.9810720645,25.0267901199,65.2577379004,90.1836988909,25.0443621189,7.07905167535,12.5898728655
Child22_77,Child2_9,g,g,54.5892568836,46.2337650779,14.3261489431,60.7980665333,38.2121537081,56.5419732166,22.5725337139,35.1787795543,32.9369648427,42.0517704187
Child22_78,Child2_3,j,j,27.8754458302,37.825584258,83.2229315315,12.9004056456,98.3066813868,78.0391594441,48.9893173987,28.2220016719,1.33945138387,4.29593267374
Child22_79,Child2_8,j,f,28.3479761046,0.875700606883,40.860396135,73.4777045139,24.8439645941,7.06258942996,2.11252477157,47.9298393746,77.7331274355,73.4774618414
Child22_80,Child2_9,h,f,61.102976065,64.924634578,18.923259915,93.1380665147,18.2697090311,9.51788232568,41.3326953601,7.19716477574,28.6114564276,74.9110588261
Child22_81,Child2_10,h,c,3.1953929986,28.4058137728,59.3898984008,6.60902334823,79.252427633,93.8589478148,66.2765814179,58.2742332962,48.0287518219,39.9326520826
Child22_82,Child2_17,j,h,36.9978628541,54.3712604982,85.4697179906,97.3024660591,88.527172676,6.67508667247,89.8692885749,83.464815139,46.856668356,95.1452333833
Child22_83,Child2_9,f,f,57.9070737569,86.9224392548,77.1667634843,20.7123861995,11.457267187,32.3788925961,94.7536271698,71.9178935254,24.158462854,67.3503258097
Child22_84,Child2_5,g,e,72.7711286542,16.5478007612,99.7194731822,22.6970328687,58.3302295597,71.8566717164,68.8979798481,21.8360148127,71.5174605532,78.9811906721
Child22_85,Child2_11,h,a,72.8108373248,53.9083907514,3.3675252382,44.1431453458,89.0321041473,86.1371904118,41.3099773237,39.0346023784,92.4310986996,60.367988241
Child22_86,Child2_13,i,j,82.5285063895,91.3668458436,46.7648616751,37.2009707211,67.0100869682,7.75671534466,8.61274872637,39.0350399903,95.1794943314,18.0873467517
Child22_87,Child2_6,e,c,66.953376174,44.4848513054,81.8633398846,47.5329000353,73.2616299496,11.7293856773,62.2156182874,97.2634636461,4.65800927197,39.9485414674
Child22_88,Child2_6,j,j,9.26933317517,74.2918801071,67.452066866,52.2401644883,36.0879826171,95.0120818459,1.86857896405,19.3702235372,72.4167702944,22.6840812318
Child22_89,Child2_18,i,j,2.22745727063,93.73490113,93.2645570218,70.8137593651,61.5687129638,19.2778302541,76.7513571232,87.5150755631,2.25379360391,13.7391781414
Child22_90,Child2_10,j,f,72.6318625852,65.3513535268,11.7769754152,36.0803537197,83.4599732482,46.719564788,16.0345107,82.0785112792,80.4229822698,26.5931907871
Child22_91,Child2_14,f,d,96.3782303344,95.9635812074,23.3556464831,76.2184191054,73.6874110833,82.0471981186,76.6914184499,90.2550155518,12.9389395788,27.6103482089
Child22_92,Child2_1,d,j,7.79894172079,84.2866103304,21.1894132209,40.1889286526,87.9290972991,80.6907056258,71.3941577308,13.1906596731,39.0975954966,65.6928378425
Child22_93,Child2_12,e,e,50.9602013459,94.2448569974,97.7260937025,86.4097415454,63.7705157603,37.7745528312,83.0408973827,95.6186522741,61.5881275801,1.08188128812
Child22_94,Child2_15,j,f,98.9013025321,69.7186820322,30.8278336955,92.2187832731,63.4271537919,85.2864533964,94.5687255137,23.2434423379,69.4328568781,74.7958573213
Child22_95,Child2_15,c,f,56.4128776177,44.9251354263,59.0751945294,27.1257974692,13.5323733434,99.5996352871,93.3205785004,73.3188689243,5.72328244688,50.4052961653
Child22_96,Child2_13,f,c,76.1760841507,33.8875447831,71.7327651288,97.055025846,46.2062752005,94.1833708671,99.0874020253,56.7820343768,96.6367767927,86.2378526777
Child22_97,Child2_9,f,g,29.8510818643,91.9701224353,71.1299662575,50.6488853929,27.911462562,49.5146683015,38.9292612397,96.238659793,65.0486739114,97.7050851566
Child22_98,Child2_7,c,d,75.0632159947,90.1250080412,52.142493677,70.0105357481,1.52337302205,90.1990324027,49.0239752085,74.2768357935,74.5797729748,96.172620971
Child22_99,Child2_14,f,g,38.0171974556,50.5399973442,43.2004832646,6.77443861257,47.3190848358,24.8405405447,39.1858315404,17.9959557372,92.0825146867,2.95617425595
Child22_100,Child2_15,h,j,31.4605569342,10.798416429,91.4841131246,17.4101314925,40.6965651067,68.892684835,90.9040987969,3.04863727674,33.4262489619,64.0181588594
Child22_101,Child2_18,f,e,69.3721024869,24.4127764591,81.2380114511,2.83911222763,16.7832708397,34.249240008,68.9371250285,65.1457183609,12.9863427957,90.0883487273
Child22_102,Child2_4,g,b,64.0705757487,67.1500410857,48.6344946608,19.3330963283,98.998157642,64.5909219711,41.3441544251,70.7510230777,52.7429669543,20.3457962901
Child22_103,Child2_5,d,e,90.0565813589,23.6166077468,81.1472481215,17.6911272189,86.2507779665,63.5505695636,81.6061643143,92.2694853618,6.99972300979,72.2303192695
Child22_104,Child2_11,e,i,54.7204553668,45.2414346844,34.1985839602,83.1090483995,16.3196122386,28.3372902053,35.1555512533,75.7169068578,85.4278520544,96.6426330786
Child22_105,Child2_20,b,e,45.5328330636,35.2551750432,14.1343783422,33.9478661949,94.453291466,98.4700162083,64.3230538947,77.6380698018,72.6984732309,85.0417849025
Child22_106,Child2_19,e,j,12.8148076858,56.3634790318,68.9771001919,7.52952074192,74.3923194567,0.636630871342,85.80422407,89.00796916,49.0461677591,60.6662089465
Child22_107,Child2_4,h,g,37.7559878142,16.8028879804,15.5574928527,38.4049917741,17.9188729057,35.7449011561,28.2020982805,71.7057437213,74.332914458,40.1869505343
Child22_108,Child2_20,g,b,39.5610143549,95.2237141377,13.7858993585,84.1117832776,80.9045836853,93.9822411448,6.0705987914,38.3918595934,32.7001370911,21.3909503301
Child22_109,Child2_6,b,f,62.0555281261,23.716591496,94.5885207757,0.182858898683,51.2016302938,68.6710894644,78.5127084678,34.6690891096,28.0114337661,74.3160240668
Child22_110,Child2_4,e,a,40.8011084079,33.3203572114,29.8051538947,17.7518582293,22.5067299094,65.4156356814,13.5113675198,59.5691872393,8.12095265794,37.7066801256
Child22_111,Child2_19,h,i,80.4677948493,4.98297876591,79.0057670295,92.2220951616,17.0606698332,12.3659667976,50.7134812476,71.6565461393,28.1676008928,66.6990791788
Child22_112,Child2_4,d,f,89.1055861326,75.0940783619,78.0049437436,27.8807515188,65.6566339875,62.796076441,59.4773299076,0.0230678253333,43.4698544136,16.7385916762
Child22_113,Child2_1,c,e,64.0145672661,27.4853014899,24.7267422732,7.77636210017,56.0197932271,18.7916170647,62.4302554956,69.3663175296,12.6804162412,94.761250524
Child22_114,Child2_19,b,h,98.0945534091,4.07667151463,50.9614769126,25.747815267,20.1486316926,39.7235703171,73.7856878641,31.0318098867,77.6240946675,87.5613628917
Child22_115,Child2_19,h,h,13.7231913952,29.0598263708,41.4193679418,98.7561197614,77.085627183,85.1378554224,59.7258535159,82.6146101297,11.7032627832,10.0250421816
Child22_116,Child2_12,a,j,43.6326215525,98.7554545596,91.9094174247,2.7127983785,78.1997894274,0.741675929476,65.0460868092,4.81018879427,61.7701592048,17.3050305081
Child22_117,Child2_17,d,h,24.9462386221,78.1798107048,84.5974235257,82.8162627224,88.2039967264,23.440370893,85.1537805603,19.2132901104,19.0691504989,32.4934943059
Child22_118,Child2_20,f,j,57.0775799263,57.7362217078,75.4872530541,94.7797169447,96.1724351343,21.7107221926,1.2038576765,48.5868769566,13.0411405659,96.5007993119
Child22_119,Child2_19,j,d,77.4325296069,10.1021921576,97.1543621659,0.0530188161138,32.1803814596,23.1795750272,56.2017668763,18.6910836813,80.1070130591,48.7767489298
Child22_120,Child2_15,a,b,46.6535694023,90.3641564767,62.1322987877,80.3019040828,92.6106326844,2.39084473066,58.6969575187,92.2798234262,68.0741157053,67.4380543764
Child22_121,Child2_10,j,d,25.4308259036,32.8734458007,89.4365342578,5.22090989954,21.9234302173,99.8171142212,68.7063519139,28.1030012568,91.4364787326,59.0846714599
Child22_122,Child2_19,e,j,31.1397450868,5.40965364688,85.8522971933,30.5587705493,12.9105633201,11.3911413093,84.1740239555,83.269137433,39.3649402694,64.296974947
Child22_123,Child2_10,b,h,99.752971893,46.1939476096,52.6306185849,45.883903016,71.5235905248,13.9464230423,46.7005889985,40.6293285338,35.9593516443,6.92093910052
Child22_124,Child2_9,f,d,10.0102100443,65.1697774778,77.1977650402,95.4857466167,68.6393300223,43.8734956797,58.989954777,97.2013461098,41.2215314575,7.28992137849
Child22_125,Child2_7,g,j,86.1947144965,60.8755810286,95.4966323398,68.9864761943,30.2193069062,95.7396321459,11.7750616579,21.4319186021,21.990323354,55.9171769906
Child22_126,Child2_8,g,h,28.2024526812,87.3002999586,37.1875242625,37.6197970384,10.8469218731,90.7798920052,99.0425003962,31.4674134743,91.802209252,34.6858173252
Child22_127,Child2_4,h,e,32.1350389863,11.9026792628,8.48045308516,24.8752749616,16.3043616432,22.6220985207,84.0703241814,93.6941504723,17.360437803,87.1232104204
Child22_128,Child2_4,h,f,82.1912162803,79.1680207393,56.470825964,53.1265181241,23.8191664983,97.6587543237,2.87317242249,55.8692502402,75.1251340481,26.0653501529
Child22_129,Child2_15,g,d,40.4623816057,61.4113262167,93.7714919397,8.78672761739,27.8091015956,74.1199035671,81.362826984,16.3919442997,86.005139761,82.2038366874
Child22_130,Child2_4,b,a,32.592201863,41.3611796379,46.7113837555,53.3043675845,51.685676214,18.9519442048,28.2856332827,70.4801649595,13.6368435273,0.676439806144
Child22_131,Child2_11,j,g,35.9041399191,59.9891992156,16.9795077175,11.7736150045,89.8940780319,84.3018685042,8.68952053588,43.9891734602,8.97945928774,76.9754675966
Child22_132,Child2_8,g,j,67.0301537851,83.7438985789,27.3337190167,83.9033987816,44.5276617421,43.7898613194,11.2891163403,73.5396158051,57.7198574895,96.1477955123
Child22_133,Child2_16,i,b,38.3151254803,7.17590920898,59.5587757851,9.02007124392,81.8864786317,66.0502069839,94.6347736041,87.7523824099,70.0449726255,28.0459006261
Child22_134,Child2_9,f,i,70.6011803345,61.6854755112,55.1465006162,79.8276184895,9.32960439742,65.3066163251,46.8254618916,32.6521949665,31.4202406401,14.8834928286
Child22_135,Child2_19,g,i,71.2616217076,55.0382186406,86.2113707628,88.2438197935,86.1718010256,73.9965873943,51.7415077116,94.4368544413,8.697779633,25.2141992492
Child22_136,Child2_14,b,d,6.354087314,88.711623001,14.7810233203,55.1724487688,19.6999356258,11.7907683673,54.7519162233,62.8009504775,86.1771680849,63.5846430542
Child22_137,Child2_16,h,i,9.00634866567,28.2235127385,80.1341656287,87.8041019405,79.5009964638,55.9999939322,13.8253680711,23.6470954143,47.8452148284,61.575871609
Child22_138,Child2_20,c,c,54.1133028436,9.88094732848,48.8651070071,60.4640853211,23.2852818646,90.0737574015,31.8705943199,57.3655445997,88.8631808643,57.3136133233
Child22_139,Child2_2,g,g,70.9193663406,59.6896082786,28.5810372848,21.4326731783,32.0762238252,47.1961680396,67.6820755427,53.1436427644,77.1703464389,77.9600160123
Child22_140,Child2_1,b,e,59.5275647924,86.4573108338,37.2063331981,6.6036344348,3.46533872276,92.1620040837,22.1143125941,43.9422141665,77.4236768231,10.4802362728
Child22_141,Child2_1,c,f,97.0316506124,54.6780824046,64.3325333328,7.6391806133,48.176895098,0.661481022283,96.1714499703,56.4606224444,60.0511718919,31.3936183187
Child22_142,Child2_2,h,b,59.8193957005,91.8496939186,2.08795145099,85.2716941657,18.9039624008,63.9458687965,32.1765124858,58.9835107396,15.2335765064,16.8339313145
Child22_143,Child2_12,j,e,24.5459836848,41.5046130798,82.5011204647,20.3554545603,93.1381948576,33.3607311474,89.7318820727,17.1837828348,15.2846866634,72.2305100084
Child22_144,Child2_14,i,b,61.0663883728,83.3696275503,77.8497813885,23.2524912882,18.2828889915,38.7746052412,48.9199249457,94.9847782581,70.5793515219,87.9331971267
Child22_145,Child2_5,j,a,88.27362195,37.159520032,79.7651332567,32.3242683046,92.7085032803,80.2417971855,46.7095865499,65.3158857861,83.4339773425,92.4112011063
Child22_146,Child2_8,d,g,77.9782553951,90.6193277757,84.9416456419,49.5847424266,10.4995771943,39.128548769,39.8249782853,9.68969866142,8.49749022972,95.9430133402
Child22_147,Child2_5,c,f,5.59799133388,28.1752201494,39.5380001077,88.080516978,45.4326172257,34.4502123015,42.1646347536,82.0138996829,88.510028545,30.3745478782
Child22_148,Child2_10,c,d,33.4622454574,82.2203331233,27.7070764548,80.1261777917,88.0812411116,3.92408812667,23.4260170882,55.4618307528,79.2231315432,82.2216288966
Child22_149,Child2_9,d,c,26.8299809262,55.5501109662,96.0632835829,60.9911863636,29.9345775286,47.6558678022,46.413758202,55.6342769636,97.209412777,51.8737688938
Child22_150,Child2_13,d,e,89.4360851228,52.5390640376,95.3283016678,58.2548552498,99.3041694046,9.19436230606,59.1942420028,29.2758191531,45.1502364376,68.7330497291
Child22_151,Child2_16,d,i,77.7958420708,85.3934220255,9.28952723386,39.0845045957,85.8764477375,67.5779801095,63.5339019589,65.877981891,74.8445635856,97.3320882278
Child22_152,Child2_9,g,i,35.3553551177,59.3916408231,98.3763204057,80.2824666453,34.225303241,62.771157008,68.9183481741,13.7589762327,88.6637990946,22.6190254326
Child22_153,Child2_13,c,j,48.3746500606,33.4754844768,93.1548909167,4.9921612968,3.00071021214,99.8821555981,69.8356335189,52.524236804,52.2463461382,87.2369438253
Child22_154,Child2_11,g,d,63.3896186505,2.57729406975,69.8725060468,67.7322967533,31.7902216108,25.0678342667,79.8964646351,28.9428742326,29.6459933051,47.1630453965
Child22_155,Child2_20,f,e,27.660600605,48.7503771268,28.2885393741,51.3277696701,61.7166737865,49.8577779468,54.6430349862,33.6519910473,15.7952068467,25.3047081147
Child22_156,Child2_3,i,d,70.2155529358,46.0290087734,93.1946119683,18.2510351821,46.8442545012,17.270501212,8.86678527898,42.7691348832,56.8060310762,39.1112359586
Child22_157,Child2_8,g,h,55.2250554194,93.9386089376,86.2009093482,2.52995075595,98.1819118938,6.2283372776,87.9202425733,70.9587060522,86.7259274906,17.535844211
Child22_158,Child2_4,j,e,23.4962575524,28.3984608465,49.6131401489,39.1683123628,37.1897834838,84.0179556597,42.4106838449,7.35479001582,57.5114982756,87.7409761036
Child22_159,Child2_2,e,c,3.02106036538,88.1657382514,54.0125162831,53.7803518474,12.0640633181,21.0120303995,66.7394336764,56.6529509188,51.0525362746,58.187216838
Child22_160,Child2_12,a,g,58.9206068416,13.6461287426,7.68764028785,45.9961229498,9.18673065168,4.85012590501,77.5147438857,38.0397993283,54.6292679116,31.972283599
Child22_161,Child2_2,f,d,56.6035614386,39.1157765644,78.8663511771,93.8040854692,89.8571793298,91.2616940946,79.6547249757,89.8314640198,65.968857635,57.7436426706
Child22_162,Child2_13,e,c,5.38341705825,28.5210233841,92.8100351809,98.13700639,87.0187037109,29.9749579477,96.451929187,57.5836545768,85.3503373527,9.74570673529
Child22_163,Child2_17,b,f,0.201881869322,95.8704881761,90.4472927463,61.2705750718,89.1631625843,3.19871791243,77.1920264641,12.0540331852,94.9360322653,8.12612331721
